Id,Influential,Kundan_follower,Kundan_following,Kundan_mentions_r,Kundan_retweets_r,Kundan_mentions_s,Kundan_retweets_s,Kundan_posts,Hritik_follower,Hritik_following,Hritik_mentions_r,Hritik_retweets_r,Hritik_mentions_s,Hritik_retweets_s,Hritik_posts
1565,0,203788,1069,0,43.23595348,558.213656192,20.6436432941,1.3712078708,22.2313859611,4491415,756,0,499.99625119,0,206.57189762
1566,0,708,631,18.7767030699,5.9996805926,7.7479194756,4.967946648,10.6918784986,1043,974,0.1005033585,0.1005033585,1.1342695243,0.1005033585,1.6373493471
1567,0,96531,87,81.5617342573,43.3214649545,6.5902451098,2.3391332378,12.0896446122,5996,906,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558
1568,1,1481379,147521,0,902.07037931,0,12.05587584,10.4384603887,0.1005033585,193.072418229,598,600,12.5329763908,0.1005033585,3.0695841148
1569,1,456,10,2.2196335136,1.602161671,0.3543788993,0.1005033585,2.6168031397,1247,891,1.2039662052,0.1005033585,0.5959620807,0.3569432987,0.8349808627
1570,1,224146,272,56.7252801893,11.8540570388,0.1005033585,0.1005033585,5.7829787543,489,473,2.215723419,0.5381217651,0.1005033585,0.1005033585,0.3621500682
1571,0,24437,279,12.3557961024,7.1442667563,2.1357673116,0.5993822414,4.6663647751,1404323,563,967.720641729,579.431127684,4.4737984918,0.8056802321,6.2418059403
1572,0,725,645,4.1082987108,0.7096930615,1.5689093819,0.8347063702,1.8326649768,638283,150,0,677.8834456,0,606.96445094,1.3260869988
1573,1,24437,279,12.3557961024,7.1442667563,2.1357673116,0.5993822414,4.6663647751,7157,73,8.6914320942,2.6421320083,0.3468385418,0.1005033585,2.5939236841
1574,1,44034,2974,223.914525839,85.6051762716,23.6886708148,9.2602446797,21.0503096777,158467,154157,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585
1575,1,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,127,36,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519
1576,0,697,14,20.6191476341,12.3688453917,7.783152957,3.6981954875,11.3782884267,631958,674,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357
1577,0,627,1993,2.2231788702,0.327807842,7.0498586564,1.2959367628,4.05226713,1674046,24246,0,560.77045543,561.797879064,4.3004119793,1.089386938
1578,0,41367,71,32.5496527385,16.5278458647,4.5907304623,1.5873651839,10.8323755103,130850,3394,92.8696511202,16.5384838869,2.5480476154,0.1005033585,3.036687975
1579,1,356712,2070,24.8239103521,4.4681260342,2.144406357,0.6057667162,1.6270389073,38,0,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.3468385418
1580,0,488750,320,0,207.19007707,599.721600029,0.842022025,0.5931986075,7.0447345452,823481,2667,87.6076556937,28.673226189,6.6549459,2.6157942028
1581,1,158467,154157,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585,1294,431,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807
1582,1,3764,703,5.2706205371,1.6011585692,2.3383325606,0.1005033585,1.5965386702,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585
1583,1,20288,1568,34.2837900328,21.3172019582,1.3479674658,0.6007140826,1.3659218883,102116,293,0,729.45163398,763.659739323,30.8299766589,8.5683669217
1584,0,1294,431,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,322682,37601,176.533715916,42.3302213798,6.8492272287,1.3450733981,4.3598654483
1585,1,236123,858,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246,5685,942,30.131220894,1.6499776487,5.3123945176,0.1005033585,4.8191429483
1586,0,828774,904,374.369869253,95.2745611912,2.5732139103,1.5873965892,2.3141836677,5922518,483,0,758.403536,0,54.0555967,1.6124101103
1587,1,627949,150866,246.40384554,74.7054295201,21.2609389965,1.3206810342,15.2780657745,1433,249,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826
1588,1,1352348,331,0,129.8486618,0,552.7339915,2.0654180329,0.5809552537,16.2815024995,4557,82,7.3376261649,4.3974973143,0.1005033585
1589,0,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207,871652,140,133.213344879,56.0277473134,2.6225502905,1.1211602233,2.6225502905
1590,1,889300,183,0,237.31387301,0,964.29018677,18.1172813641,0.8526021355,90.1458413467,671,215,0.3543788993,0.1005033585,0.1005033585
1591,0,631958,674,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,1205166,3329,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769
1592,0,708,631,18.7767030699,5.9996805926,7.7479194756,4.967946648,10.6918784986,6231,555,67.5773826332,26.9239905484,1.8332678169,0.3468385418,4.7740507894
1593,0,45589,862,148.854279232,36.998883856,27.8817679309,3.3334918042,23.8612817152,1720,540,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268
1594,0,708,631,18.7767030699,5.9996805926,7.7479194756,4.967946648,10.6918784986,228,302,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682
1595,1,2307845,329,530.084862239,189.947738868,4.8277204847,0.1005033585,3.1304465623,6375552,813,0,873.6009322,0,515.51517633,1.0352099685
1596,1,285735,276251,19.3275815086,7.2920155807,0.1005033585,0.1005033585,0.1005033585,279,40,0.2940435274,0.2940435274,0.1005033585,0.1005033585,0.1005033585
1597,0,4763,252,0.7780113617,0.1005033585,0.1005033585,0.1005033585,0.3324230437,4184,887,2.6602782481,0.5014470768,0.3395221406,0.1005033585,0.3395221406
1598,0,108768,57,0.7629784307,0.3060734589,3.6119396487,3.3705065355,10.6005015388,266407,1592,660.897263062,297.090332679,28.2579999628,0.8396823434,20.7226649911
1599,1,2651,2838,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612,2403,1,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082
1600,0,794,892,1.336914175,0.3621500682,1.0592125586,0.3371319527,0.8225839644,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657
1601,0,158467,154157,299.60787906,80.1902863889,0.1005033585,0.1005033585,0.1005033585,322682,37601,176.533715916,42.3302213798,6.8492272287,1.3450733981,4.3598654483
1602,1,85138,67047,150.340456123,68.1173657547,5.4803489741,0.1005033585,71.8792737542,627,1993,2.2231788702,0.327807842,7.0498586564,1.2959367628,4.05226713
1603,0,127,36,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.34437519,206818,15196,15.2101079964,4.3146589875,0.1005033585,0.1005033585,0.1005033585
1604,1,580544,2799,296.978205315,135.831428625,15.0330256841,4.8071798123,8.2620631267,3893,1059,3.2604733081,1.051286304,1.1008237642,0.1005033585,1.1008237642
1605,0,1720,540,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268,78083,679,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855
1606,1,65264,956,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965,11427,1951,31.2018970657,9.4677393212,12.7086399663,1.0914253809,16.9942186851
1607,0,71597,44262,10.4035634589,3.3653546397,0.5912056069,0.1005033585,5.0745674068,5342840,33401,0,73,636.23895,0,349.6742074
1608,0,219,148,0.7583073708,0.1005033585,0.1005033585,0.1005033585,0.1005033585,2651,2838,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612
1609,0,60,146,0.3569432987,0.1005033585,0.3395221406,0.1005033585,1.1192293354,32342,2622,64.641881773,21.4921308523,22.2502876588,0.5833695849,27.5128375473
1610,0,54453,7688,115.323357245,22.752883155,16.8677184175,2.0924985043,10.746838393,2256591,735,488.964332631,211.425789685,0.8657111642,0.3647929643,0.8477567418
1611,1,220242,357,452.547280711,140.0075344,13.439022061,3.0436932644,13.6479820066,1010,1014,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527
1612,0,488750,320,0,207.19007707,599.721600029,0.842022025,0.5931986075,7.0447345452,392738,9364,258.523923974,124.471540448,7.4713396256,0.5959620807
1613,1,2260661,233,0,580.6294376,0,883.09001537,27.1828015928,13.098383319,18.3497218154,504004,3109,311.8003107,142.633228932,4.4860901625
1614,1,488553,38857,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642,5342840,33401,0,73,636.23895,0,349.6742074
1615,1,1205166,3329,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769,120772,468,660.384085815,145.539331294,5.02997589,2.3138901451,6.3051161185
1616,1,501043,3289,307.805391227,72.5250702042,2.1036441131,0.6040911504,2.8324013765,1352348,331,0,129.8486618,0,552.7339915,2.0654180329
1617,0,2403,1,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082,7360339,95,0,473.150064,0,597.00107289,5.3239472928
1618,1,2651,2838,15.7581262211,5.3193543951,14.1782998085,1.3687795119,6.6216545612,7554,1711,21.6018659681,3.5816611274,6.7646570426,1.1197266986,4.5632463243
1619,1,48777,858,247.238745401,74.1034922474,3.0316956548,1.8167461137,21.1756960799,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585
1620,0,1433,249,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,19562,17637,572.874855518,390.2936809,27.5520404128,7.1675567456,32.1019061639
1621,1,48777,858,247.238745401,74.1034922474,3.0316956548,1.8167461137,21.1756960799,488553,38857,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642
1622,1,219,148,0.7583073708,0.1005033585,0.1005033585,0.1005033585,0.1005033585,323,542,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.608280084
1623,0,223,168,0.349326776,0.349326776,0.1005033585,0.1005033585,0.1005033585,102116,293,0,729.45163398,763.659739323,30.8299766589,8.5683669217
1624,1,1352348,331,0,129.8486618,0,552.7339915,2.0654180329,0.5809552537,16.2815024995,224146,272,56.7252801893,11.8540570388,0.1005033585
1625,0,444,155,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776,1674046,24246,0,560.77045543,561.797879064,4.3004119793,1.089386938
1626,1,592,193,0.5594867099,0.3081499246,1.1058504999,0.3518401439,0.3518401439,314,398,2.9117562808,0.5034618693,1.5463472457,0.3324230437,1.3338446607
1627,0,2403,1,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082,78731,6212,97.3958422434,57.1797678825,13.8436437887,1.7886359685,12.6607555142
1628,1,221001,906,0,933.23800737,0,574.38645056,0.3395221406,0.1005033585,12.7373300964,186557,90762,489.106378736,75.7688776728,0.1005033585
1629,1,6225470,381,0,532.6022598,0,816.44753602,6.292393245,4.3402115354,11.8868730892,100836,144,512.444492859,143.893264105,4.5897566217
1630,0,103607,53468,48.048702113,25.0929446732,0.1005033585,0.1005033585,0.1005033585,404679,3866,89.0150487336,10.4367800398,14.1894824157,0.8300950124,8.0708983647
1631,0,356712,2070,24.8239103521,4.4681260342,2.144406357,0.6057667162,1.6270389073,44027,113,45.2042215224,20.3689668816,1.1161583623,0.1005033585,0.8597184221
1632,1,480412,11948,0,795.52554643,685.575043835,4.5349874439,1.3181402227,15.8259155715,177796,0,9.1483841077,5.3226945927,0.1005033585,0.1005033585
1633,1,1294,431,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,1271,1503,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585
1634,1,65264,956,226.763549906,72.1454053207,3.7816645324,2.0479372422,3.0637191965,3081505,119234,19.1730199185,9.9495108032,0.1005033585,0.1005033585,0.1005033585
1635,0,10148,7948,1.0629531404,0.8215200273,0.1005033585,0.1005033585,0.6133832388,2622,1162,21.8718757809,2.8712707569,8.7180308221,1.5747066432,7.9485639346
1636,1,41367,71,32.5496527385,16.5278458647,4.5907304623,1.5873651839,10.8323755103,26821,24787,8.1487198267,7.707475357,1.0589928178,1.0589928178,42.4717126568
1637,0,1706188,402,837.580052302,93.569848167,7.6212593663,2.6090599903,4.8662709906,501043,3289,307.805391227,72.5250702042,2.1036441131,0.6040911504,2.8324013765
1638,1,470926,322,0,5.88841255,440.824681207,6.1969294162,2.8976662377,17.971280338,4363,221,7.3623019486,0.1005033585,4.0311423654,0.8607551071
1639,1,11147,1500,40.5925124122,5.9230088067,19.6480644548,1.8617652072,12.2610292136,4557,82,7.3376261649,4.3974973143,0.1005033585,0.1005033585,2.0920169577
1640,0,2093,1410,1.2543573876,0.5888629839,0.5888629839,0.3324230437,0.5888629839,157,176,0.312365991,0.1005033585,0.1005033585,0.1005033585,0.3468385418
1641,0,126738,779,171.819555176,37.2942852658,4.411322664,1.5302224925,4.2028825849,185616,1001,266.013873916,54.3452304246,13.1119037493,0.3347656668,13.6651725665
1642,0,15385,673,55.9935458813,22.3219449455,6.9462332549,0.3419364717,6.503977478,580544,2799,296.978205315,135.831428625,15.0330256841,4.8071798123,8.2620631267
1643,1,71597,44262,10.4035634589,3.3653546397,0.5912056069,0.1005033585,5.0745674068,6225470,381,0,532.6022598,0,816.44753602,6.292393245
1644,0,49326,42259,0.4523399003,0.275537618,0.1005033585,0.1005033585,0.1005033585,47006,7814,80.4245750861,23.2592549278,4.502351131,0.1005033585,5.5274982657
1645,1,2095,1400,2.9180073298,1.4616263164,0.8300698787,0.1005033585,1.0865098188,301,270,2.693878307,0.1005033585,6.9719256587,1.1213420757,3.9172329976
1646,1,125438,983,55.1372659579,23.4461396366,2.251398297,0.1005033585,7.2079084546,7157,73,8.6914320942,2.6421320083,0.3468385418,0.1005033585,2.5939236841
1647,0,3200,3256,0.290192078,0.1005033585,0.3621500682,0.1005033585,0.3621500682,98788,2354,385.79535532,172.183430066,8.3611127573,5.0922007269,10.7774189865
1648,1,32342,2622,64.641881773,21.4921308523,22.2502876588,0.5833695849,27.5128375473,3525,3115,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585
1649,0,501043,3289,307.805391227,72.5250702042,2.1036441131,0.6040911504,2.8324013765,1525260,747,0,316.25953264,0,401.93976746,8.2571359615
1650,1,1259676,337,908.649321529,211.33367097,12.0217812214,7.5656429402,12.7923814521,254,341,6.5257924076,1.1579752375,1.3328979597,0.3518401439,1.5671602679
1651,0,95,120,0.3569432987,0.1005033585,0.3569432987,0.3569432987,0.3569432987,1040229,725,0,420.43804049,573.592695333,2.8074417817,0.860356879
1652,0,5155,2913,4.7655384859,0.1005033585,1.8282835481,0.5985523831,2.0952427458,7815,2469,22.2760205392,4.5857533281,3.4081048023,1.0352811961,2.7195414193
1653,1,236123,858,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246,228,302,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682
1654,0,10270,5625,74.5379654876,34.7487061203,0.1005033585,0.1005033585,3.3186452542,864557,7352,0,744.73281891,0,311.50720366,14.2957902199
1655,1,1040229,725,0,420.43804049,573.592695333,2.8074417817,0.860356879,9.0287183243,11147,1500,40.5925124122,5.9230088067,19.6480644548,1.8617652072
1656,0,60,146,0.3569432987,0.1005033585,0.3395221406,0.1005033585,1.1192293354,8120,710,7.3686429024,2.088374797,1.5987978599,0.5958120124,1.3328494442
1657,0,1937,1498,4.3704503963,0.3419364717,1.7450720883,0.3347656668,0.571394261,1435564,172,30.2950550295,9.8139239873,1.5696494775,0.3543788993,1.5572070499
1658,1,203788,1069,0,43.23595348,558.213656192,20.6436432941,1.3712078708,22.2313859611,177796,0,9.1483841077,5.3226945927,0.1005033585,0.1005033585
1659,0,1674046,24246,0,560.77045543,561.797879064,4.3004119793,1.089386938,3.5551939912,7360339,95,0,473.150064,0,597.00107289
1660,1,1706188,402,837.580052302,93.569848167,7.6212593663,2.6090599903,4.8662709906,828774,904,374.369869253,95.2745611912,2.5732139103,1.5873965892,2.3141836677
1661,1,221001,906,0,933.23800737,0,574.38645056,0.3395221406,0.1005033585,12.7373300964,16978,6715,0.3324230437,0.1005033585,0.1005033585
1662,0,98788,2354,385.79535532,172.183430066,8.3611127573,5.0922007269,10.7774189865,21591,1179,90.4565058494,25.7982917525,5.7093286483,1.1111588222,5.1766200245
1663,1,580544,2799,296.978205315,135.831428625,15.0330256841,4.8071798123,8.2620631267,3200,3256,0.290192078,0.1005033585,0.3621500682,0.1005033585,0.3621500682
1664,1,1040229,725,0,420.43804049,573.592695333,2.8074417817,0.860356879,9.0287183243,173872,2804,346.547498255,85.7971306975,6.8129738838,1.3379152261
1665,0,5694566,389,0,435.21624762,186.749343094,0.1005033585,0.1005033585,0.6064813383,303,344,0.290192078,0.1005033585,0.1005033585,0.1005033585
1666,1,5922518,483,0,758.403536,0,54.0555967,1.6124101103,0.1005033585,2.6316067544,119001,119704,63.6032615837,17.010681516,11.2328519009
1667,0,119001,119704,63.6032615837,17.010681516,11.2328519009,0.1005033585,6.6288967245,138235,780,267.436511255,128.707882764,32.381551153,3.495342668,26.6084698024
1668,0,20542,635,10.99055651,1.4546567443,1.0957970285,0.5981501935,2.0777180339,143101,128686,874.212873202,347.630667262,4.4984706197,0.1005033585,34.9779777238
1669,0,1010,1014,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,9679,322,9.60716309,0.3102473647,0.1005033585,0.1005033585,0.1005033585
1670,0,1433,249,0.3395221406,0.1005033585,0.3595336011,0.1005033585,0.8672846826,45589,862,148.854279232,36.998883856,27.8817679309,3.3334918042,23.8612817152
1671,1,5852,153,2.7140158819,0.1005033585,0.1005033585,0.1005033585,0.1005033585,7214,2271,3.1505015399,0.1005033585,0.1005033585,0.1005033585,0.1005033585
1672,1,9542820,2069,0,336.3582863,668.570800935,7.3769959697,1.8383807208,3.1136251344,20,7,7.6908237318,0.2773056408,1.3315079797,0.1005033585
1673,1,823481,2667,87.6076556937,28.673226189,6.6549459,2.6157942028,5.0487477794,1097135,830,73.1656773765,19.8983664028,0.1005033585,0.1005033585,0.3518401439
1674,1,3914,1439,2.4042122036,1.1619460297,0.1005033585,0.1005033585,0.1005033585,1271,1503,0.2979731768,0.2979731768,0.1005033585,0.1005033585,0.1005033585
1675,1,565,613,11.7772063978,1.0504861156,5.6445620907,1.8665054083,5.8654450925,20288,1568,34.2837900328,21.3172019582,1.3479674658,0.6007140826,1.3659218883
1676,0,254,534,3.4536485166,0.2773056408,0.8104847511,0.3419364717,1.2766667445,4491415,756,0,499.99625119,0,206.57189762,26.9669247433
1677,0,1634478,12567,0,725.7097184,0,935.33541518,21.7598593263,7.2621863829,16.691417768,501043,3289,307.805391227,72.5250702042,2.1036441131
1678,0,1399,2001,0.3255347971,0.1005033585,0.1005033585,0.1005033585,0.1005033585,19904,258,16.0414248308,6.1335310174,0.1005033585,0.1005033585,0.8521018995
1679,0,11018,160,2.9289745107,0.8801967787,0.1005033585,0.1005033585,0.5908589259,203788,1069,0,43.23595348,558.213656192,20.6436432941,1.3712078708
1680,1,591,401,3.0516816627,1.2629724631,1.1320685889,0.1005033585,1.1198737656,187,751,2.5909685708,0.2790915225,2.0276285503,0.3324230437,1.065237266
1681,1,5996,906,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558,236123,858,77.1935733839,23.9710764579,12.5416012889,2.5507250684,12.6070724246
1682,1,1720,540,5.1618482861,1.181624988,2.3241124532,0.6088956694,3.8136608268,444,155,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776
1683,0,1009,392,0.3595336011,0.3595336011,0.5833695849,0.1005033585,0.8272414163,28332,8401,16.9021510176,4.0041590231,0.1005033585,0.1005033585,0.3395221406
1684,1,1294,431,0.5552041679,0.1005033585,0.1005033585,0.1005033585,0.5959620807,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786
1685,1,186557,90762,489.106378736,75.7688776728,0.1005033585,0.1005033585,0.1005033585,794,479,0.3060734589,0.3060734589,0.1005033585,0.1005033585,1.6219808872
1686,1,120772,468,660.384085815,145.539331294,5.02997589,2.3138901451,6.3051161185,804394,1370,0,881.48299573,0,13.64229512,22.683131263
1687,0,3302480,550744,936.636126376,206.101772388,41.3171893605,0.5959620807,42.8137044787,19562,17637,572.874855518,390.2936809,27.5520404128,7.1675567456,32.1019061639
1688,0,268170,2087,48.0737198205,6.3838985185,0.3569432987,0.3569432987,0.3569432987,163145,906,182.175568401,78.0432023746,11.6076680412,3.59001979,9.6051545207
1689,1,521,186,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,34937,19932,4.6076322806,1.1347303479,0.3324230437,0.1005033585,1.0722038931
1690,0,3525,3115,0.1005033585,0.1005033585,0.1005033585,0.1005033585,0.1005033585,794,479,0.3060734589,0.3060734589,0.1005033585,0.1005033585,1.6219808872
1691,0,948551,75,0,738.81759374,0,738.22521768,15.7845956254,3.5944744739,32.2224096489,3171023,5171,0,111.08266816,405.552681196
1692,1,78083,679,165.594483553,89.1431564125,5.1862668448,2.4168313702,7.1793637855,2273871,4524,0,782.40533805,0,944.52424508,12.9557232877
1693,0,444,155,0.1005033585,0.1005033585,0.349326776,0.1005033585,0.349326776,488553,38857,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642
1694,1,356712,2070,24.8239103521,4.4681260342,2.144406357,0.6057667162,1.6270389073,2403,1,40.2365533557,31.4587083471,51.6200048428,0.1005033585,42.6304263082
1695,1,5922518,483,0,758.403536,0,54.0555967,1.6124101103,0.1005033585,2.6316067544,889300,183,0,237.31387301,0
1696,0,33669,29327,128.414854027,23.9196306635,6.5562550178,0.3395221406,12.2922053818,5199,437,55.162227484,30.3722807066,8.90625606,2.867501077,7.1332547375
1697,1,480412,11948,0,795.52554643,685.575043835,4.5349874439,1.3181402227,15.8259155715,103607,53468,48.048702113,25.0929446732,0.1005033585,0.1005033585
1698,1,871652,140,133.213344879,56.0277473134,2.6225502905,1.1211602233,2.6225502905,128305,213,140.038427023,77.7520497721,2.1495359303,0.1005033585,19.4340698837
1699,1,3166413,276,0,253.34542879,980.12092647,12.9634252305,2.3800180776,100.537796661,1010,1014,0.9576896234,0.1005033585,1.0470177354,0.3371319527
1700,1,1481379,147521,0,902.07037931,0,12.05587584,10.4384603887,0.1005033585,193.072418229,33669,29327,128.414854027,23.9196306635,6.5562550178
1701,1,53678,1751,191.438869699,62.7249449229,0.1005033585,0.1005033585,0.1005033585,392738,9364,258.523923974,124.471540448,7.4713396256,0.5959620807,10.999133619
1702,0,22768,2645,20.7901871753,4.2157258857,0.1005033585,0.1005033585,0.1005033585,3671,383,0.510745391,0.3210566715,0.1005033585,0.1005033585,0.1005033585
1703,1,631958,674,614.96874489,329.330090956,4.0522789563,1.3405657729,12.3050354357,48777,858,247.238745401,74.1034922474,3.0316956548,1.8167461137,21.1756960799
1704,0,228,97,0.3102473647,0.1005033585,0.1005033585,0.1005033585,0.1005033585,109,218,0.5241506988,0.1005033585,0.8176318931,0.57619878,0.8176318931
1705,1,138235,780,267.436511255,128.707882764,32.381551153,3.495342668,26.6084698024,488553,38857,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642
1706,1,15385,673,55.9935458813,22.3219449455,6.9462332549,0.3419364717,6.503977478,5996,906,15.0502080114,3.3308283763,0.8371689755,0.349326776,0.588345558
1707,0,10693,935,0.6344217539,0.3674625562,0.3674625562,0.1005033585,0.3674625562,220242,357,452.547280711,140.0075344,13.439022061,3.0436932644,13.6479820066
1708,0,45570,1020,0,496.70878958,2.3164050663,0.1005033585,0.1005033585,0.1005033585,2668,850,2.5525920468,1.2453970206,1.3060957817,0.5785409226
1709,1,132100,56571,388.210787203,13.7901207488,25.9219139652,0.3419364717,17.5938470236,28613,3557,0.7514342508,0.2959984786,0.1005033585,0.1005033585,0.1005033585
1710,1,1481379,147521,0,902.07037931,0,12.05587584,10.4384603887,0.1005033585,193.072418229,1043,974,0.1005033585,0.1005033585,1.1342695243
1711,1,4321482,259,0,68.5940808,0,773.24875881,2.1019940226,0.3395221406,10.2165316735,3741,1635,0.5654910781,0.3166676606,0.1005033585
1712,0,173872,2804,346.547498255,85.7971306975,6.8129738838,1.3379152261,7.5746866876,32342,2622,64.641881773,21.4921308523,22.2502876588,0.5833695849,27.5128375473
1713,1,1097135,830,73.1656773765,19.8983664028,0.1005033585,0.1005033585,0.3518401439,725,645,4.1082987108,0.7096930615,1.5689093819,0.8347063702,1.8326649768
1714,0,1010,1014,0.9576896234,0.1005033585,1.0470177354,0.3371319527,0.3371319527,92462,692,141.503204167,35.2897466154,3.7872627884,0.5964123765,3.0419149813
1715,1,44027,113,45.2042215224,20.3689668816,1.1161583623,0.1005033585,0.8597184221,1205166,3329,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769
1716,0,1043,81,2.7182813378,0.9324577381,0.1005033585,0.1005033585,0.1005033585,404679,3866,89.0150487336,10.4367800398,14.1894824157,0.8300950124,8.0708983647
1717,0,5501,5908,7.1963894102,2.6357228664,1.7722887831,0.3419364717,0.8251929422,804394,1370,0,881.48299573,0,13.64229512,22.683131263
1718,0,488750,320,0,207.19007707,599.721600029,0.842022025,0.5931986075,7.0447345452,504004,3109,311.8003107,142.633228932,4.4860901625,1.0494079232
1719,0,25360,20872,1.4825932255,0.716815998,1.083654212,1.083654212,2.5327443818,100151,31383,286.941738381,37.7999641202,6.6636151376,0.1005033585,8.464206735
1720,1,7185698,30,0,146.9564617,0,82.7435955,0.1005033585,0.1005033585,4.5023964135,871652,140,133.213344879,56.0277473134,2.6225502905
1721,0,102116,293,0,729.45163398,763.659739323,30.8299766589,8.5683669217,93.3115713274,138235,780,267.436511255,128.707882764,32.381551153,3.495342668
1722,0,3106,3232,4.12499755,2.5711128009,0.1005033585,0.1005033585,1.1090679786,3741,1635,0.5654910781,0.3166676606,0.1005033585,0.1005033585,0.3518401439
1723,0,1040229,725,0,420.43804049,573.592695333,2.8074417817,0.860356879,9.0287183243,100836,144,512.444492859,143.893264105,4.5897566217,1.8449317073
1724,1,627949,150866,246.40384554,74.7054295201,21.2609389965,1.3206810342,15.2780657745,228,302,0.5839793876,0.1005033585,0.1005033585,0.1005033585,0.3621500682
1725,1,1607541,93,389.533119657,217.628442156,0.3595336011,0.1005033585,0.8497901318,739581,10723,102.026750104,96.7713185484,1.537321816,1.0543580385,3.467753982
1726,1,100,201,0.3518401439,0.1005033585,0.3518401439,0.1005033585,0.3518401439,1268,933,3.3100753373,0.9337591884,1.054823201,0.1005033585,1.8068225365
1727,0,5342840,33401,0,73,636.23895,0,349.6742074,11.408839373,1.652900203,13.4852657683,20288,1568,34.2837900328,21.3172019582
1728,0,750,997,2.2924645126,0.312365991,5.135357861,2.0324587395,4.4231557936,25360,20872,1.4825932255,0.716815998,1.083654212,1.083654212,2.5327443818
1729,0,9093,672,11.1220209346,2.8135230448,15.1659349125,2.5386671759,7.0167592503,117913,1299,189.755229794,67.3102230393,11.2948306946,2.5672691674,10.9337661034
1730,1,488553,38857,44.9295850425,5.1435657728,2.299665752,0.5714418257,2.2972755642,119001,119704,63.6032615837,17.010681516,11.2328519009,0.1005033585,6.6288967245
1731,0,4491415,756,0,499.99625119,0,206.57189762,26.9669247433,12.6282827226,29.0698219532,242529,7561,242.63363551,106.676389127,7.1983304393
1732,0,6231,555,67.5773826332,26.9239905484,1.8332678169,0.3468385418,4.7740507894,1706188,402,837.580052302,93.569848167,7.6212593663,2.6090599903,4.8662709906
1733,1,1205166,3329,55.7950098681,24.7160051856,1.5577792481,0.3347656668,2.5115363769,34463,29808,15.4304976173,3.9840288049,8.2043311985,0.3324230437,6.9888149568
1734,1,889300,183,0,237.31387301,0,964.29018677,18.1172813641,0.8526021355,90.1458413467,356712,2070,24.8239103521,4.4681260342,2.144406357
1735,1,71597,44262,10.4035634589,3.3653546397,0.5912056069,0.1005033585,5.0745674068,3722,285,17.1484351254,2.717532222,5.878963793,0.6108188394,3.5835955172
